departure_id,departure_city,departure_name,departure_latitude,departure_longitude,destination_id,destination_city,destination_name,destination_latitude,destination_longitude,distance,new_dep_latitude,new_dep_longitude,new_dest_latitude,new_dest_longitude,new_distance,color,emissions
7300006.0,Larissa,Larissa,39.627165,22.414926,7300035.0,Volos,Volos,39.36468,22.936831,53.45403243580166,39.63689,22.41761,39.36923,22.94769,54.35207044295264,#3333FF,13879.315599248792
7350025.0,Volos,Volos LimÃ¡ni,39.357498,22.94333,7350072.0,Skiathos,Skiathos,39.162504,23.490836,51.88566334924416,39.36923,22.94769,39.16227,23.49089,52.11927431634392,#3333FF,10783.987637040624
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350037.0,Astypalaia,Astypalea,36.573332,26.34056,283.5563765950074,37.94203,23.64619,36.55,26.35,285.002566427788,#3333FF,19263.611647218684
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350014.0,Kos,Kos(GR),36.898058,27.29028,342.6715779723505,37.94203,23.64619,40.30011,44.16107,1784.9493397059452,#3333FF,13154.394587155868
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350057.0,Leros,Leros,37.127778,26.848891,297.113809896184,37.94203,23.64619,37.1499994,26.8499966,295.84821036986887,#3333FF,12714.843242678238
8300293.0,Bari,Bari Centrale,41.117703,16.870173,8300046.0,Milan,Milano Centrale,45.487143,9.204828,787.3158280916244,37.65409,40.54635,45.46427,9.18951,2729.475987642879,#3333FF,13692.2713762392
8300046.0,Milan,Milano Centrale,45.487143,9.204828,8300146.0,Ventimiglia,Ventimiglia,43.792587,7.609953,226.7643602259222,45.46427,9.18951,43.78956,7.60872,224.3267795396186,#3333FF,19801.561858037305
8300146.0,Ventimiglia,Ventimiglia,43.792587,7.609953,8700171.0,Nice,Nice Ville,43.704825,7.261765,29.621773718592515,43.78956,7.60872,43.70313,7.26608,29.1532415066284,#3333FF,20258.05097627493
8700171.0,Nice,Nice Ville,43.704825,7.261765,8700074.0,Marseille,Marseille-St-Charles,43.303816,5.38195,158.028182351625,43.70313,7.26608,43.29695,5.38107,158.60325590689487,#3333FF,19268.290547627777
8700074.0,Marseille,Marseille-St-Charles,43.303816,5.38195,8700073.0,Narbonne,Narbonne,43.1904,3.006011,192.8454008706156,43.29695,5.38107,43.18396,3.00141,193.16402859299475,#3333FF,5304.388911901754
8700073.0,Narbonne,Narbonne,43.1904,3.006011,7100064.0,City of Barcelona,Barcelona Sants,41.378911,2.140368,213.64183308605297,43.18396,3.00141,41.38879,2.15899,211.2972289577894,#3333FF,11961.962571229093
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350017.0,Mytilini,Mytilene,39.104721,26.562774,284.7822441514386,37.94203,23.64619,39.10772,26.55529,284.3112943655754,#3333FF,17970.48398608101
7350001.0,Piraeus,Piraeus LimÃ¡ni,37.948052,23.641666,7350022.0,Syros,Syros,37.443335,24.943052,127.51503522896964,37.94203,23.64619,37.44997,24.93562,125.95322514753582,#3333FF,18399.892465706453
7350022.0,Syros,Syros,37.443335,24.943052,7350026.0,Milos,Milos,36.723892,24.444726,91.39874500276572,37.44997,24.93562,36.74536,24.4265,90.4288197867762,#3333FF,17521.282209660116
